imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt1772230,Xin hai ge ming,2011,2011-09-23,"Action, Adventure, Drama",121,"China, Hong Kong","Mandarin, English, French","Tao Hai, Wei Li","Xingdong Wang, Baoguang Chen",Beijing Alnair Culture & Media,5.8,5765,$ 18000000,$ 135739,$ 3807134,37.0,33.0,65.0
tt1772240,Apollo 18,2011,2011-09-02,"Horror, Mystery, Sci-Fi",86,"USA, Canada",English,Gonzalo López-Gallego,Brian Miller,Dimension Films,5.2,53257,$ 5000000,$ 17687709,$ 26236153,24.0,362.0,239.0
tt1772250,La verità nascosta,2011,2012-02-10,"Drama, Mystery, Thriller",97,"Colombia, Spain",Spanish,Andrés Baiz,"Andrés Baiz, Arturo Infante",Avalon,7.4,36935,$ 2600000,,$ 6318409,,78.0,63.0
tt1772261,The Curse of Downers Grove,2015,2015-08-21,"Drama, Horror, Mystery",89,USA,English,Derick Martini,"Bret Easton Ellis, Bret Easton Ellis",AliBella Pictures,4.5,1699,$ 2000000,,$ 33462,31.0,30.0,35.0
tt1772262,Dragon Day,2013,2014-10-28,"Drama, Sci-Fi, Thriller",95,USA,English,Jeffrey Travis,"Jeffrey Travis, Matt Patterson",Burning Myth Productions,3.9,916,$ 210000,,,,34.0,7.0
tt1772264,Eliza Graves,2014,2014-10-24,"Drama, Horror, Thriller",112,USA,English,Brad Anderson,"Edgar Allan Poe, Joe Gangemi",Icon Productions,6.8,50223,,,$ 2478806,52.0,123.0,124.0
tt1772270,Foxfire - Ragazze cattive,2012,2013-08-29,"Crime, Drama",143,"France, Canada",English,Laurent Cantet,"Laurent Cantet, Joyce Carol Oates",Haut et Court,6.1,2134,,,$ 548579,,12.0,44.0
tt1772271,Frankie Go Boom,2012,2012-03-10,Comedy,89,USA,English,Jordan Roberts,Jordan Roberts,Defender Films,5.9,4697,,,,51.0,24.0,40.0
tt1772288,La canzone della vita - Danny Collins,2015,2015-04-10,"Biography, Comedy, Drama",106,USA,English,Dan Fogelman,Dan Fogelman,Big Indie Pictures,7.0,29512,$ 10000000,$ 5637066,$ 10835752,58.0,124.0,151.0
tt1772292,Junction,2012,2012-07-14,Thriller,91,USA,English,Tony Glazer,Tony Glazer,Choice Films,5.6,466,,,,,6.0,20.0
tt1772321,Noise Matters,2013,2013-03-15,"Comedy, Drama, Music",88,USA,English,Matias Masucci,Matias Masucci,Society Foundation Films,7.0,152,$ 100000,,,,1.0,3.0
tt1772332,Pappu Can't Dance Saala,2010,2011-12-16,"Comedy, Drama, Romance",138,India,"Hindi, Marathi, English",Saurabh Shukla,"Rahul Awate, Saurabh Shukla",Marriedprint Films,6.5,426,,,,,4.0,10.0
tt1772341,Ralph Spaccatutto,2012,2012-12-20,"Animation, Adventure, Comedy",101,USA,English,Rich Moore,"Rich Moore, Phil Johnston",Walt Disney Animation Studios,7.7,371521,$ 165000000,$ 189422889,$ 471222889,72.0,444.0,399.0
tt1772371,The Catechism Cataclysm,2011,2011-10-19,Comedy,75,USA,English,Todd Rohal,Todd Rohal,"Littleman, Littleman, Littleman & Biggs",5.6,644,,$ 4373,$ 4373,47.0,9.0,30.0
tt1772408,Trade of Innocents,2012,2012-09-28,"Drama, Thriller",88,"USA, Thailand",English,Christopher M. Bessette,Christopher M. Bessette,Dean River Productions,5.5,887,,$ 15091,$ 15091,29.0,15.0,7.0
tt1772412,Tysta leken,2011,2011-12-02,Drama,90,Sweden,"Swedish, English",Görel Crona,Görel Crona,,4.6,117,,,,,,2.0
tt1772416,Vay Arkadas,2010,2010-11-05,Comedy,100,Turkey,Turkish,Kemal Uzun,"Caner Güler, Cüneyt Inay",Barakuda Film Production,6.4,2207,,,$ 1550505,,,3.0
tt1772422,Outside Bet,2012,2012-04-27,Comedy,101,UK,English,Sacha Bennett,"Mark Baxter, Sacha Bennett",Gateway Films,4.9,284,$ 7500000,,$ 21274,,4.0,5.0
tt1772424,E ora dove andiamo?,2011,2012-01-20,"Comedy, Drama",110,"France, Lebanon, Egypt, Italy, Qatar","Arabic, English, Russian",Nadine Labaki,"Thomas Bidegain, Rodney El Haddad",Les Films des Tournelles,7.5,11428,$ 6700000,$ 531997,$ 7507008,60.0,45.0,115.0
tt1772760,Baava,2010,2010-10-29,Drama,145,India,Telugu,Rambabu,Rambabu,Sri Keerthi Creations,4.8,160,,,,,,3.0
tt1772838,El alamy,2009,2009-07-09,"Drama, Sport",93,Egypt,Arabic,Ahmed Medhat,Yassin Kamel,,6.2,393,,,$ 6712,,,
tt1772845,Esclavo de Dios,2013,2013-06-28,Thriller,91,"Venezuela, Argentina",Spanish,Joel Novoa,Fernando Butazzoni,Arlequin Films,6.6,248,,,$ 861895,,2.0,13.0
tt1772850,Exit 33,2011,2011-08-02,Horror,89,USA,English,Tommy Brunswick,"Norman Koza, Mark Myers",Norman Koza Productions,3.1,215,$ 1000000,,,,4.0,20.0
tt1772864,Cánh dong bat tan,2010,2010-10-22,"Drama, Romance",105,Vietnam,Vietnamese,Phan Quang Binh Nguyen,Ngu Nguy,Vietnam Media Corp & Vietnam Studio,7.1,305,$ 800000,,,,4.0,1.0
tt1772935,Katinkas kalas,2011,2012-01-20,"Comedy, Drama",105,Sweden,Swedish,Levan Akin,"Levan Akin, Lisa Östberg",Filmlance International AB,5.6,300,,,,,4.0,10.0
tt1772947,L'envahisseur,2011,2011-11-23,"Drama, Thriller",95,Belgium,"French, English",Nicolas Provost,"Nicolas Provost, Giordano Gederlini",Versus Production,6.6,769,,,$ 29232,,6.0,21.0
tt1772958,Leun yan sui yu,2010,2011-01-06,Romance,118,Hong Kong,Cantonese,"Derek Tsang, Chi-Man Wan","Derek Tsang, Chi-Man Wan",ET Movie Production,5.8,123,,,$ 833955,,1.0,8.0
tt1772980,Mishen,2011,2011-06-30,"Drama, Sci-Fi",158,Russia,Russian,Aleksandr Zeldovich,"Vladimir Sorokin, Aleksandr Zeldovich",Ren Film,5.9,576,,,$ 73153,,3.0,23.0
tt1772984,My Best Bodyguard,2010,2010-10-21,"Action, Adventure",113,Thailand,Thai,Sirippakorn Wongchariyawat,Voraluk Klasukon,,4.1,153,,,$ 293866,,3.0,4.0
tt1772989,Nagavalli,2010,2010-12-16,"Action, Fantasy, Thriller",115,India,Telugu,P. Vasu,"Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri",Sri Saiganesh Productions,4.5,361,,,INR 173400000,,2.0,1.0
tt1773000,Obcanský prukaz,2010,2010-10-21,"Comedy, Drama",137,Czech Republic,Czech,Ondrej Trojan,"Petr Jarchovský, Petr Sabach",,7.5,933,,,$ 3239812,,,4.0
tt1773015,Phas Gaye Re Obama,2010,2010-12-03,"Comedy, Crime, Drama",108,India,Hindi,Subhash Kapoor,"Subhash Kapoor, Shellee",Revel Films,7.5,4953,,,,,21.0,12.0
tt1773020,Poong-san-gae,2011,2011-06-23,"Action, Drama, Romance",121,South Korea,Korean,Jai-hong Juhn,Ki-duk Kim,Kim Ki-Duk Film,6.6,730,,,$ 5110929,,5.0,13.0
tt1773034,Saturday Killer,2010,2010-09-30,"Action, Comedy, Crime",96,Thailand,Thai,Yuthlert Sippapak,Yuthlert Sippapak,,6.2,107,,,$ 597862,,,2.0
tt1773039,Sella Turcica,2010,2010-10-13,"Horror, Thriller",106,USA,English,Fred Vogel,"Don Moore, Fred Vogel",TOETAG,4.9,276,$ 20000,,,,14.0,34.0
tt1773041,Separation,2013,2013-04-15,Thriller,81,Canada,English,Greg White,Greg White,Birchmount Entertainment,4.9,289,CAD 100000,,,,6.0,19.0
tt1773042,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,2010-11-19,"Comedy, Drama",89,India,Hindi,Makrand Deshpande,"Makrand Deshpande, Vasuda Sharma",Music Factory,5.1,1038,,,,,1.0,4.0
tt1773058,Stella Days,2011,2012-03-09,Drama,100,"Ireland, Norway, Germany",English,Thaddeus O'Sullivan,"Michael Doorley, Antoine O. Flatharta",Newgrange Pictures,5.7,381,,,$ 102661,56.0,11.0,8.0
tt1773083,Doenjang,2010,2010-10-21,"Drama, Mystery, Romance",107,South Korea,Korean,Suh-Goon Lee,"Se-yeong Bae, Jin Jang",,6.7,398,,,$ 293898,,3.0,8.0
tt1773109,Yamla Pagla Deewana,2011,2011-01-14,"Action, Comedy, Drama",163,India,"Hindi, Punjabi",Samir Karnik,"Jasvinder Bath, Jasvinder Bath",NH Studioz,5.6,3941,$ 4340000,$ 993031,$ 1597269,,26.0,14.0
tt1773314,Bloodline,2010,2011-12-09,Horror,94,Italy,Italian,Edo Tagliavini,"Mario Calamita, Virgilio Olivari",Opencinema,3.7,192,EUR 150000,,,,7.0,15.0
tt1773370,Die xue gu cheng,2010,2010-08-19,"Action, Drama, History",131,China,Mandarin,Dong Shen,,China Film Group Corporation (CFGC),5.9,219,,,,,2.0,2.0
tt1773378,Dobogó kövek,2010,2010-10-28,Comedy,102,Hungary,Hungarian,Martin Csaba,Martin Csaba,Drastique Pictures,4.4,327,,,,,4.0,1.0
tt1773389,Einstein's God Model,2016,2016-05-11,"Drama, Sci-Fi, Thriller",89,USA,English,Philip T. Johnson,Philip T. Johnson,Induction Productions,5.9,975,$ 2000000,,,,44.0,9.0
tt1773432,Forgiven,2011,2011-03-22,Western,90,USA,English,Alan Autry,"Alan Autry, Greg Grey","Dirt Road Productions, Fresno",4.5,105,$ 500000,,,,2.0,1.0
tt1773441,Gaalipata,2008,2008-01-18,Romance,146,India,Kannada,Yograj Bhat,Yograj Bhat,,7.9,618,INR 60000000,,,,2.0,
tt1773467,House of Purgatory,2016,2016-10-21,"Horror, Thriller",75,USA,English,Tyler Christensen,Tyler Christensen,Watching Eye Productions,4.2,497,$ 200000,,,,24.0,11.0
tt1773471,Humming,2008,2008-03-13,Romance,96,South Korea,Korean,Dae-yeong Park,,The Dream & Pictures,6.3,158,,,$ 624912,,,2.0
tt1773477,I Phone You,2011,2011-05-26,"Comedy, Drama, Romance",95,"Germany, China","German, English, Chinese, Turkish, Polish",Dan Tang,Wolfgang Kohlhaase,Reverse Angle Production,5.8,189,,,$ 87583,,1.0,16.0
tt1773507,Kadha Thudarunnu,2010,2010-05-07,"Drama, Family",131,India,Malayalam,Sathyan Anthikad,Sathyan Anthikad,,6.5,475,,,,,1.0,
tt1773552,Lotoman,2011,2011-01-20,Comedy,98,Dominican Republic,Spanish,Archie Lopez,"Alejandro Andújar, Martín Díaz Bello",Panamericana de Producciones,6.7,920,,,,,7.0,
tt1773578,Mon père est femme de ménage,2011,2011-04-13,"Comedy, Drama",80,France,French,Saphia Azzeddine,"Saphia Azzeddine, Saphia Azzeddine",Berel Films,5.7,274,,,$ 1856973,,,4.0
tt1773617,Singularity Principle,2013,2013-11-15,Sci-Fi,87,"USA, Canada, Bahamas, Australia",English,"David Robert Deranian, Austin Robert Hines","David Robert Deranian, Austin Robert Hines",Double A Pictures,5.1,159,$ 1050000,,,,3.0,3.0
tt1773628,Podaa Podi,2012,2012-11-13,"Comedy, Romance",121,India,Tamil,Vignesh Shivan,,Gemini Film Circuit International Inc.,5.4,728,,,$ 515031,,5.0,
tt1773676,Sheltered,2010,2010-08-24,Horror,84,USA,English,Josh Stoddard,"Matthew Murray, Josh Stoddard",Bella Vita Entertainment,4.2,171,,,,,10.0,
tt1773741,Khew ar-khard,2010,2011-03-02,Horror,106,Thailand,Thai,Thanadol Nualsuth,"Poj Arnon, Tanadoi Nualsuth",Pranakorn Films,4.3,147,,,$ 126315,,1.0,7.0
tt1773743,The Killage,2011,2012-10-22,"Comedy, Horror",101,Australia,English,Joe Bauer,Joe Bauer,ArtSpear Entertainment,5.4,188,AUD 20000,,,,8.0,12.0
tt1773753,Mara,2018,2018-09-07,"Crime, Horror, Thriller",98,USA,English,Clive Tonge,"Clive Tonge, Jonathan Frank",Moon River Studios,5.1,6171,$ 5000000,,$ 661769,32.0,105.0,44.0
tt1773764,Ship of Theseus,2012,2013-07-19,Drama,140,"India, Netherlands","English, Arabic, Swedish, Hindi",Anand Gandhi,"Anand Gandhi, Anand Gandhi",Recyclewala Films,8.0,6463,INR 12000000,,,,71.0,30.0
tt1773792,Transatlantic Coffee,2012,2013-01-06,"Comedy, Drama, Romance",104,USA,English,Erik Peter Carlson,Erik Peter Carlson,Riding Hood Motion Pictures,6.6,404,,,,,35.0,68.0
tt1774264,23,2010,2010-06-29,"Action, Comedy",104,USA,English,Craig Deering,Craig Deering,Evil Iguana Productions,6.7,131,$ 3000,,,,,
tt1774319,Chelovek u okna,2010,2010-12-16,Drama,96,Russia,Russian,Dmitriy Meskhiev,Ilya Tilkin,Studiya Cherepakha,6.7,142,,,,,1.0,
tt1774358,El cartel de los sapos,2011,2011-11-11,"Action, Crime, Drama",102,"Colombia, USA","Spanish, English","Carlos Moreno, Juancho Cardona","Luiso Berdejo, Juan Camilo Ferrand",11:11 Films,6.4,1167,,,$ 6197324,,3.0,4.0
tt1774415,Il villaggio di cartone,2011,2011-10-07,Drama,87,Italy,Italian,Ermanno Olmi,"Claudio Magris, Ermanno Olmi",Cinemaundici,6.4,264,,,$ 525341,,,11.0
tt1774531,Porfirio,2011,2011-12-30,"Comedy, Drama",101,"Colombia, Argentina, Uruguay, Spain, France",Spanish,Alejandro Landes,"Mateo Ingouville, Alejandro Landes",Franja Nomo,6.4,259,,,$ 3376,74.0,,16.0
tt1774591,Teenage Cocktail,2016,2017-01-15,"Drama, Thriller",88,USA,English,John Carchietta,"John Carchietta, Sage Bannick",Backup Media,5.8,4949,,,,,14.0,19.0
tt1774674,Rüzgarlar,2013,2013-06-21,Drama,117,Turkey,"Turkish, Greek, French",Selim Evci,"Selim Evci, Murat Yaykin",Evci Film Production Company,4.8,147,,,$ 4185,,,3.0
tt1776097,The Haunting of Borley Rectory,2019,2019-02-25,Horror,92,UK,English,Steven M. Smith,"Mark Behar, Christopher Jolley",Greenway Entertainment,3.2,390,$ 50000,,,,37.0,7.0
tt1776143,Daan san nam nui,2011,2011-03-31,Romance,115,Hong Kong,"Cantonese, Mandarin",Johnnie To,"Jevons Au, Ryker Chan",China Film Media Asia Audio Video Distribution Co.,6.5,1498,,,$ 2206089,,6.0,20.0
tt1776167,3 Days of Normal,2012,2012-06-02,Comedy,82,USA,English,Ishai Setton,"Jace Mclean, Jared Parsons",From Out of the Woodwork Productions,5.5,399,,,,,6.0,1.0
tt1776196,Fullmetal Alchemist - La sacra stella di Milos,2011,2011-07-02,"Animation, Action, Adventure",110,Japan,Japanese,Kazuya Murata,"Hiromu Arakawa, Yûichi Shinbo",Aniplex,7.0,4276,,$ 177802,$ 7621364,54.0,13.0,18.0
tt1776201,Hawi,2010,2010-10-28,Drama,112,"Egypt, Qatar",Arabic,Ibrahim El-Batout,Ibrahim El-Batout,Ein Shams Films,6.0,432,EGP 1000000,,,,1.0,1.0
tt1776222,Kauwboy,2012,2012-04-18,Drama,81,Netherlands,Dutch,Boudewijn Koole,"Boudewijn Koole, Jolein Laarman",The Film Kitchen,7.1,2124,,,$ 41224,,9.0,33.0
tt1776252,Nate and Margaret,2012,2012-06-03,"Comedy, Drama, Romance",80,USA,English,Nathan Adloff,"Justin D.M. Palmer, Nathan Adloff",Cranium Entertainment,6.3,521,,,,62.0,12.0,21.0
tt1776979,Show Bitch,2010,2010-12-09,Comedy,84,Greece,Greek,Nikos Zervos,Dickey Vera,Metavision,1.4,174,,,,,1.0,7.0
tt1777034,United,2011,2011-04-24,"Drama, History, Sport",94,UK,"English, German",James Strong,Chris Chibnall,Lipsync Productions,7.4,10619,,,,,26.0,10.0
tt1777573,Ghetto Stories,2010,2010-11-09,Drama,60,USA,English,John McDougall,,Trill Entertainment,2.8,177,$ 500000,,,,,
tt1777595,50 a 1,2014,2014-03-21,Drama,110,USA,"English, Portuguese",Jim Wilson,"Faith Conroy, Jim Wilson",Ten Furlongs,6.4,1868,$ 10000000,$ 1064454,$ 1064454,37.0,65.0,9.0
tt1777612,Demons Never Die,2011,2011-10-28,"Horror, Thriller",93,UK,English,Arjun Rose,Arjun Rose,S.Kids,4.3,1616,GBP 900000,,$ 82225,,23.0,20.0
tt1777616,Los 33 de San José,2010,2010,Drama,86,"Spain, Chile",Spanish,Antonio Recio Beladiez,"J.J. Barrios, Jacobo Bergareche",Antena 3 Films,4.8,154,,,,,2.0,1.0
tt1777642,Zombiechrist,2010,2010-10-27,Horror,100,USA,English,Bill Zebub,Bill Zebub,Bill Zebub Productions,2.3,190,$ 5000,,,,4.0,5.0
tt1778258,Fuk sau che ji sei,2010,2010-12-02,"Crime, Mystery, Thriller",90,Hong Kong,Cantonese,Ching-Po Wong,"Lai-Yin Leung, Juno Mak",852 Films,6.8,1535,,,$ 105638,,12.0,58.0
tt1778304,Paranormal Activity 3,2011,2011-10-21,"Horror, Mystery, Thriller",83,USA,English,"Henry Joost, Ariel Schulman","Christopher Landon, Oren Peli",Paramount Pictures,5.8,88995,$ 5000000,$ 104028807,$ 207039844,59.0,335.0,254.0
tt1778780,Blackaria,2010,2010-04-05,Horror,70,France,French,"François Gaillard, Christophe Robin",François Gaillard,School's Out,4.6,156,,,,,4.0,11.0
tt1778883,Rene Midis Holivudshi,2010,2010-11-01,"Drama, Mystery",103,Georgia,Georgian,Aleko Tsabadze,Aleko Tsabadze,Independent Film Project,5.6,102,,,,,,
tt1778906,Slew Hampshire,2013,2015-06-06,"Drama, Horror, Thriller",103,USA,English,Flood Reed,Flood Reed,Gluefactory Features,4.4,240,$ 300000,,,,18.0,41.0
tt1778918,The Normals,2012,2012-11-16,Comedy,100,USA,English,Kevin Patrick Connors,Christopher Ciancimino,Woodshed Entertainment,4.8,191,,,,,2.0,
tt1778924,L'ultima ricchezza,2013,2013-09-06,"Drama, Romance",105,USA,English,Michael Landon Jr.,"Brian Bird, Cheryl McKay",The Ultimate Life,5.8,1122,$ 3100000,$ 1327841,$ 1327841,19.0,11.0,15.0
tt1778940,Zombie Hamlet,2012,2012-04-14,Comedy,90,USA,English,John Murlowski,John McKinney,Three Girls Running,4.7,119,$ 1000000,,,,3.0,8.0
tt1779814,I Want to Get Married,2011,2011,"Comedy, Romance",107,USA,English,William Clift,William Clift,Everything Is Going to Be Just Fine Productions,3.7,143,$ 50000,,,,9.0,4.0
tt1779824,Le marquis,2011,2011-03-09,"Comedy, Crime, Drama",88,France,French,Dominique Farrugia,"Dominique Farrugia, Charly Delwart",Few,4.9,698,,,$ 4431953,,2.0,7.0
tt1779826,Maktub,2011,2011-12-16,"Comedy, Drama",113,"Spain, Argentina",Spanish,Paco Arango,Paco Arango,Calcón,6.8,717,,,$ 1600139,,1.0,4.0
tt1780762,Aftershock,2012,2014-06-12,"Action, Adventure, Horror",89,"USA, Chile","Spanish, English",Nicolás López,"Nicolás López, Eli Roth",Sobras International Pictures,4.8,11087,$ 2000000,$ 58510,$ 294696,39.0,113.0,156.0
tt1780790,Catskill Park,2018,2018-11-27,"Horror, Sci-Fi, Thriller",93,USA,,Vlad Yudin,Vlad Yudin,Pipeline Entertainment (II),3.7,163,,,,,11.0,1.0
tt1780798,Il Clown,2014,2014-11-13,"Drama, Fantasy, Horror",100,"USA, Canada",English,Jon Watts,"Christopher Ford, Jon Watts",Cross Creek Pictures,5.7,21417,$ 1500000,$ 55007,$ 4381603,42.0,135.0,144.0
tt1780856,Halt auf freier Strecke,2011,2011-11-17,Drama,110,"Germany, France",German,Andreas Dresen,"Andreas Dresen, Cooky Ziesche",Peter Rommel Productions,7.6,1482,,,$ 710237,,7.0,46.0
tt1780967,Seberg - Nel mirino,2019,2019-12-13,"Biography, Drama, Thriller",102,"UK, USA","English, French",Benedict Andrews,"Joe Shrapnel, Anna Waterhouse",Phreaker Films,5.6,4422,,$ 434702,$ 585845,54.0,80.0,97.0
tt1780983,Assassin's Bullet - Il target dell'assassino,2012,2012-08-03,"Action, Drama, Thriller",91,USA,"English, French, Bulgarian",Isaac Florentine,"Nancy L. Babine, Hans Feuersinger",Mutressa Movies,3.6,3105,$ 5000000,,,20.0,39.0,37.0
tt1781058,Wilson,2017,2017-04-20,"Comedy, Drama",94,USA,English,Craig Johnson,"Daniel Clowes, Daniel Clowes",Ad Hominem Enterprises,5.8,9725,,$ 653951,$ 848646,49.0,57.0,105.0
tt1781755,400 Contra 1: Uma História do Crime Organizado,2010,2010-08-06,"Action, Crime, Drama",98,Brazil,Portuguese,Caco Souza,"Julio Ludemir, Júlio Ludemir",Destiny International,5.4,462,BRL 4800000,,$ 607187,,3.0,
tt1781767,Amy George,2011,2011-10-29,Drama,95,Canada,English,"Yonah Lewis, Calvin Thomas","Yonah Lewis, Calvin Thomas",C&Y,5.7,124,CAD 11000,,,,8.0,7.0
tt1781769,Anna Karenina,2012,2013-02-21,"Drama, Romance",129,UK,English,Joe Wright,"Tom Stoppard, Leo Tolstoy",Universal Pictures,6.6,89890,$ 40600000,$ 12816367,$ 68929150,63.0,265.0,338.0
tt1781775,Beneath the Darkness,2011,2012-03-22,"Horror, Thriller",96,USA,English,Martin Guigui,Bruce Wilkinson,Raincreek Productions,4.5,5629,$ 7300000,,$ 23998,22.0,35.0,57.0
tt1781777,McDick,2017,2017-10-07,Comedy,90,USA,English,Chris McDonnell,"Chris McDonnell, Chris McDonnell",Wallace Road Pictures,4.1,108,,,,,1.0,
tt1781800,De force,2011,2011-10-26,Action,96,"France, Belgium",French,Frank Henry,Frank Henry,Marilyn Productions,4.4,197,,,$ 139650,,2.0,3.0
tt1781812,Exit Humanity,2011,2012-06-29,"Drama, Horror",114,Canada,English,John Geddes,John Geddes,Eggplant Picture & Sound,5.3,4362,CAD 300000,,,,48.0,60.0
tt1781820,I fiori di Kirkuk,2010,2010-11-19,Drama,115,"Italy, Switzerland, Iraq","Italian, Arabic, Kurdish",Fariborz Kamkari,"Fariborz Kamkari, Naseh Kamkari",Far Out Films,6.2,184,EUR 1400000,,$ 242174,,1.0,2.0
tt1781827,Hands of Stone,2016,2016-08-26,"Biography, Drama, Sport",111,"Panama, USA","English, Spanish",Jonathan Jakubowicz,Jonathan Jakubowicz,Fuego Films,6.6,14641,$ 20000000,$ 4712792,$ 4978353,54.0,48.0,78.0
tt1781835,Hotell Gyllene Knorren - Filmen,2011,2011-02-23,Family,90,Sweden,Swedish,Mikael Syrén,"Måns Gahrton, Mikael Syrén",Svensk Filmindustri (SF),4.8,101,SEK 21000000,,$ 2008270,,,
tt1781838,Isi Life Mein...!,2010,2010-12-24,"Comedy, Drama, Romance",139,India,"Hindi, Rajasthani, English, Marathi",Vidhi Kasliwal,"Sulekha Bajpai, Vidhi Kasliwal",Rajshri Productions,5.6,367,,,$ 1010,,4.0,9.0
tt1781840,Jayne Mansfield's Car - L'ultimo desiderio,2012,2013-08-20,Drama,122,"USA, Russia",English,Billy Bob Thornton,"Billy Bob Thornton, Tom Epperson",AR Films,6.3,2856,,$ 14836,$ 79178,48.0,32.0,65.0
tt1781843,Il ministro - L'esercizio dello Stato,2011,2013-04-18,"Comedy, Drama",115,"France, Belgium",French,Pierre Schoeller,Pierre Schoeller,Archipel 35,6.7,2482,,,$ 3710016,,7.0,58.0
tt1781853,Malu de Bicicleta,2010,2011-02-04,Romance,90,Brazil,Portuguese,Flávio Ramos Tambellini,"Marcelo Andrade, Marcelo Rubens Paiva",Tambellini Filmes,6.3,225,BRL 1300000,,$ 67754,,1.0,3.0
tt1781866,Muita Calma Nessa Hora,2010,2010-11-12,Comedy,92,Brazil,Portuguese,Felipe Joffily,"João Avelino, Augusto Casé",Europa Films,5.3,1062,BRL 2000000,,$ 7744506,,1.0,3.0
tt1781922,No Escape - Colpo di stato,2015,2015-09-10,"Action, Thriller",103,"USA, Thailand","English, French, Thai, Khmer",John Erick Dowdle,"John Erick Dowdle, Drew Dowdle",Bold Films,6.8,76481,$ 16200000,$ 27288872,$ 54418872,38.0,327.0,219.0
tt1781935,Le creste,2011,2011-10-15,"Drama, Horror, Thriller",89,USA,English,Brandon Landers,Brandon Landers,,2.9,127,$ 17350,,,,7.0,
tt1781948,Vastadu Naa Raju,2011,2011-02-11,"Action, Romance",135,India,Telugu,"Hemant Madhukar, Gopireddy Mallikarjuna Reddy","Hemant Madhukar, Hemant Madhukar",24 Frames Factory,5.8,823,INR 70000000,,,,5.0,
tt1782415,Cutback,2010,2011-04-05,Drama,87,USA,English,"Lance Bachelder, Johnny Remo","Lance Bachelder, Daniel Backman",Skipstone Pictures,5.5,249,,,,,10.0,2.0
tt1782453,Hail,2011,2011-09-01,Drama,104,Australia,English,Amiel Courtin-Wilson,Amiel Courtin-Wilson,Flood Projects,6.1,230,,,,,3.0,18.0
tt1782467,Je suis un no man's land,2010,2011-01-26,Comedy,92,France,French,Thierry Jousse,"Thierry Jousse, Jérôme Larcher",Les Films Hatari,5.0,113,,,,,,6.0
tt1782568,Yolki,2010,2010-12-16,Comedy,90,Russia,Russian,"Timur Bekmambetov, Yaroslav Chevazhevskiy","Timur Bekmambetov, Aleksandr Voytinskiy",Bazelevs Production,6.2,2875,,,$ 25030264,,1.0,8.0
tt1783232,Fetih 1453,2012,2012-02-16,"Action, Drama, History",162,Turkey,Turkish,Faruk Aksoy,"Melih Esat Acil, Atilla Engin",Aksoy Film,6.7,56173,$ 18,$ 35730,$ 35797045,,154.0,21.0
tt1783244,1920 Bitwa Warszawska,2011,2011-09-30,"Drama, History, Musical",115,Poland,"Polish, Russian",Jerzy Hoffman,"Jerzy Hoffman, Jaroslaw Sokól",Zodiak Jerzy Hoffman Film Production Sp. z o.o.,4.1,1762,PLN 27000000,,$ 8417043,,18.0,7.0
tt1783254,Cilveki tur/Lyudi tam,2012,2012-03-02,"Crime, Drama",90,Latvia,"Russian, Latvian",Aik Karapetian,Aik Karapetian,Studio Locomotive,6.9,458,EUR 330000,,,,1.0,5.0
tt1783285,Good for Nothing,2011,2012-05-03,"Comedy, Thriller, Western",92,New Zealand,English,Mike Wallis,Mike Wallis,Mi Films,6.0,743,,,$ 186119,56.0,24.0,14.0
tt1783298,Hür Adam: Bediüzzaman Said Nursi,2011,2011-01-07,"Action, Biography, Drama",163,Turkey,"Turkish, Kurdish, Russian",Mehmet Tanrisever,"Ahmet Cetin, Mehmet Tanrisever",Feza Film,4.9,3452,,,$ 5021464,,8.0,4.0
tt1783311,Kagit,2010,2011-01-14,Drama,105,Turkey,Turkish,Sinan Çetin,Sinan Çetin,Plato Film Production,6.1,860,,,$ 132461,,1.0,1.0
tt1783319,La peur de l'eau,2011,2012-01-27,Thriller,122,Canada,French,Gabriel Pelletier,"Marcel Beaulieu, Gabriel Pelletier",Go Films,6.5,350,CAD 4950000,,,,2.0,1.0
tt1783331,Letters from the Big Man,2011,2011-11-11,"Drama, Sci-Fi",104,USA,English,Christopher Munch,Christopher Munch,Fir and Cedar,6.2,162,,,,66.0,4.0,5.0
tt1783345,Memleket meselesi,2010,2010-12-31,"Comedy, Drama",105,Turkey,Turkish,Isa Yildiz,Isa Yildiz,ACR Yapim,5.9,524,,,$ 128009,,1.0,2.0
tt1783350,My Amnesia Girl,2010,2010-11-24,Comedy,110,Philippines,"Filipino, Tagalog, English",Cathy Garcia-Molina,"Jade Castro, Carmi Raymundo",ABS-CBN Film Productions,6.8,387,,,$ 3288330,,2.0,4.0
tt1783377,Sri Rama Rajyam,2011,2011-11-17,"Drama, Fantasy",172,India,Telugu,Bapu,Venkata Ramana Mullapoodi,Sri Saibaba Movies,6.7,890,INR 320000000,,,,4.0,5.0
tt1783392,The Odds,2011,2011-09-12,"Crime, Mystery",92,Canada,English,Simon Davidson,Simon Davidson,Kaos Productions Inc.,5.0,459,,,,,9.0,11.0
