imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0017938,La glace à trois faces,1983,1983-03-13,"Drama, Romance",45,France,"None, French",Jean Epstein,"Jean Epstein, Paul Morand",Films Jean Epstein,7.0,759,,,,,7.0,4.0
tt0035423,Kate & Leopold,2001,2002-03-01,"Comedy, Fantasy, Romance",118,USA,"English, French",James Mangold,"Steven Rogers, James Mangold",Konrad Pictures,6.4,77852,$ 48000000,$ 47121859,$ 76019048,44.0,341.0,115.0
tt0036606,"Another time, another place - Una storia d'amore",1983,1983-07-15,"Drama, War",118,UK,"English, Italian",Michael Radford,"Jessie Kesson, John Francis Lane",Associated-Rediffusion Television,6.5,252,,,,,3.0,10.0
tt0062181,Mani in alto!,1981,1985-01-21,Drama,76,Poland,Polish,Jerzy Skolimowski,"Andrzej Kostenko, Jerzy Skolimowski",Arte France Cinéma,6.5,296,,,,,2.0,6.0
tt0064730,Nihon boryoku-dan: Kumicho,2000,1969,"Action, Crime",97,Japan,Japanese,Kinji Fukasaku,"Kinji Fukasaku, Fumio Kônami",Toei Company,7.0,168,,,,,3.0,5.0
tt0064820,Tutti contro Harry,1989,1990-05-16,Comedy,81,USA,English,Michael Roemer,Michael Roemer,King Screen Productions,6.8,280,,$ 274182,,,6.0,13.0
tt0066020,7 xiao fu,1986,1986-06-28,"Action, Comedy",80,Taiwan,Mandarin,Chen-Kuo Chao,Ching Kang Yao,,6.7,231,,,,,7.0,1.0
tt0066498,L'orecchio,1990,1990-10-18,"Drama, Thriller",94,Czechoslovakia,"Czech, Russian",Karel Kachyna,"Karel Kachyna, Jan Procházka",Filmové studio Barrandov,7.8,2418,,,,,14.0,40.0
tt0067100,Firecracker,1981,1981-05-01,"Action, Drama, Thriller",77,"USA, Philippines",English,Cirio H. Santiago,"Ken Metcalfe, Cirio H. Santiago",New World Pictures,5.7,536,,,,,18.0,29.0
tt0067625,Proverka na dorogakh,1986,1986-04-01,"Drama, War",96,Soviet Union,"Russian, German",Aleksey German,"Yuri German, Eduard Volodarskiy",Lenfilm Studio,7.9,1885,,,,,7.0,6.0
tt0069049,L'altra faccia del vento,2018,2018-11-02,Drama,122,"France, Iran, USA","English, German",Orson Welles,"Orson Welles, Oja Kodar",Royal Road Entertainment,6.8,5887,,,,78.0,81.0,98.0
tt0072173,Malibu Hot Summer,1981,1981,"Comedy, Romance",90,USA,English,Richard Brander,Craig Kusaba,Troma,2.6,657,,,,,11.0,6.0
tt0073537,A doppia esposizione,1982,1983-11-09,"Crime, Horror",100,USA,English,William Byron Hillman,William Byron Hillman,Crown International Pictures,5.0,599,$ 1000000,,,,21.0,30.0
tt0073604,Rana: The Legend of Shadow Lake,1981,1981,"Adventure, Comedy, Horror",96,USA,English,Bill Rebane,"Lyoma Denetz, Jerry Gregoris",Galaxy One Productions,2.9,423,,,,,11.0,22.0
tt0075035,Bakterion,1982,1982-12-07,"Horror, Sci-Fi",90,"Italy, Spain",Italian,Tonino Ricci,"Víctor Andrés Catena, Jaime Comas Gil",Arco Films,3.3,563,,,,,32.0,18.0
tt0075816,Casta e pura,1981,1981-11-05,Comedy,88,"Italy, France, Spain",Italian,Salvatore Samperi,"Bruno Di Geronimo, Michel Gast",International Apollo Films,5.4,161,,,,,2.0,
tt0075859,Bruce Lee - Il volto della vendetta,1980,1980-08-14,"Action, Drama",91,"Hong Kong, Philippines","Mandarin, English",Joseph Velasco,Kuang-Hsin Wu,Spectacular Films,4.3,312,,,,,12.0,19.0
tt0076035,Tai ji ba jiao,1982,1982-10-22,Action,89,Hong Kong,"Mandarin, Cantonese",Wu Ma,Hsiang Kan Chu,Wha Tai Motion Picture Co.,5.5,131,,,,,7.0,10.0
tt0076276,Ko to tamo peva,1980,1980-06-30,"Adventure, Comedy, Drama",86,Yugoslavia,Serbo-Croatian,Slobodan Sijan,Dusan Kovacevic,Centar Film,8.9,13665,,,,,35.0,9.0
tt0076580,Qian zuo guai,1980,1980-07-10,"Comedy, Action, Adventure",101,Hong Kong,Cantonese,John Woo,"John Woo, John Woo",Golden Harvest Company,5.4,105,,,,,2.0,3.0
tt0076694,Yong zheng ming zhang Shao Lin men,1981,1981,Action,91,Taiwan,Mandarin,Cheng Hou,"Wei-Min Chiang, C.Y. Yang",Hai Hua Cinema Company,5.8,102,,,,,4.0,6.0
tt0076709,L'ultima sfida di Bruce Lee,1981,1981-03-21,"Action, Crime, Mystery",96,Hong Kong,Cantonese,"See-Yuen Ng, Sammo Kam-Bo Hung","Tin Shing Hoh, Chuo-Lun Ting",Seasonal Film Corporation,5.2,2805,,,,,32.0,26.0
tt0077428,It Rained All Night the Day I Left,1980,1980-08-06,"Comedy, Crime",95,"Canada, France, Israel",English,Nicolas Gessner,"Ted Allan, Pierre Pelegri",Les Films Caneuram,5.0,102,CAD 5000000,,,,2.0,1.0
tt0077645,La sfida del tigre,1980,1980,"Action, Thriller",87,"Italy, USA, Hong Kong","English, Mandarin","Bruce Le, Luigi Batzella","Bruce Le, Fan Pan",Dragon Films Company,5.2,321,,,,,12.0,13.0
tt0077731,Messo comunale praticamente spione,1982,1982,Comedy,90,Italy,Italian,Mario Bianchi,"Luigi Petrini, Luigi Petrini",Cinevideo 80,4.1,172,,,,,9.0,3.0
tt0077883,L'amore tra le gocce di pioggia,1980,1980-05-01,"Comedy, Drama, Romance",126,Czechoslovakia,Czech,Karel Kachyna,"Jan Otcenásek, Jan Otcenásek",Filmové studio Barrandov,7.2,200,,,,,,2.0
tt0078053,Ópalo de fuego: Mercaderes del sexo,1980,1980-05-01,Thriller,96,"Spain, Portugal",Spanish,Jesús Franco,"Jesús Franco, Jesús Franco",C.I.D.C. Altamira Fil Altamira Films,4.5,158,,,,,3.0,13.0
tt0078113,Primitiv,1980,1980-03-07,"Adventure, Horror",90,Indonesia,Indonesian,Sisworo Gautama Putra,Imam Tantowi,Rapi Films,2.9,298,,,,,15.0,9.0
tt0078349,Il lago dei cigni,1981,1981-03-14,"Animation, Adventure, Family",75,Japan,Japanese,Kimio Yabuki,Hiroichi Fuse,Toei Animation,7.8,722,,,,,23.0,
tt0078356,Tusk,1980,1980-11-26,Drama,119,France,"French, English",Alejandro Jodorowsky,"Reginald Campbell, Nicholas Niciphor",Yang Films,4.9,410,$ 1500000,,,,5.0,5.0
tt0078393,Tian can bian,1983,1983-09-30,"Action, Mystery",89,Hong Kong,"Cantonese, Mandarin",Chun-Ku Lu,"Kuo-Yuan Chang, Chun-Ku Lu",Shaw Brothers,7.0,305,,,,,4.0,7.0
tt0078428,Shao Lin yu Wu Dang,1980,1980-04-12,"Action, Drama",101,Hong Kong,Mandarin,Cheh Chang,"Cheh Chang, Kuang Ni",Shaw Brothers,6.4,548,,,,,9.0,16.0
tt0078508,Il mistero di Wolf Lake,1980,1980-02-08,"Drama, Thriller",88,USA,English,Burt Kennedy,Burt Kennedy,Melvin Simon Productions,6.2,247,$ 970000,,,,12.0,7.0
tt0078732,Action,1980,1980-01-04,Drama,121,Italy,Italian,Tinto Brass,"Tinto Brass, Tinto Brass",Attori Registi Solidali (A.R.S.),4.9,275,,,,,2.0,2.0
tt0078749,Alien 2 - Sulla Terra,1980,1980-04-11,"Adventure, Horror, Sci-Fi",92,Italy,"English, Italian","Ciro Ippolito, Biagio Proietti",Ciro Ippolito,GPS,3.7,1213,ITL 400000000,,,,21.0,72.0
tt0078751,L'occhio della spirale,1981,1981-12-26,Horror,97,Australia,English,Ian Coughlan,Ian Coughlan,7 Network,5.2,307,,,,,15.0,14.0
tt0078765,The American Success Company,1980,1980-03-01,"Comedy, Drama",91,"West Germany, USA",English,William Richert,"Larry Cohen, Larry Cohen",Columbia Pictures,5.6,295,,,,,7.0,5.0
tt0078780,Le olimpiadi della giungla,1980,1980-06-19,"Animation, Comedy, Family",78,USA,English,Steven Lisberger,"Steven Lisberger, Roger Allers",Anaguel Films,6.8,1823,,,,,26.0,6.0
tt0078806,Terrore in cima alle scale,1980,1980-10-01,"Drama, Horror, Thriller",101,USA,English,"George Edwards, Gary Graver","Tony Crechales, George Edwards",Forum Productions,5.7,621,,,,,20.0,15.0
tt0078813,Grandiose Delusions,1980,1980-03-05,Comedy,125,France,French,"Louis de Funès, Jean Girault","Molière, Louis de Funès",Les Films Christian Fechner,6.7,3910,FRF 17000000,,,,6.0,5.0
tt0078853,"Car-Napping - Bestellt, geklaut, geliefert",1980,1985-07-10,"Comedy, Crime",89,West Germany,"German, French, English",Wigbert Wicker,"Hans Drawe, Wigbert Wicker",Dieter Geissler Filmproduktion,6.4,194,,,,,3.0,1.0
tt0078868,Bizalom,1980,1980-01-10,Drama,105,Hungary,Hungarian,István Szabó,"István Szabó, István Szabó",Mafilm,7.6,607,,,$ 1,,7.0,8.0
tt0078871,Ratu Ilmu Hitam,1981,1981,Horror,90,"Indonesia, Japan, Philippines","English, Indonesian",Liliek Sudjio,,Rapi Films,6.0,225,,,,,9.0,24.0
tt0078873,Blank Generation,1980,1980-10-02,"Music, Drama",90,USA,"English, French",Ulli Lommel,"Ulli Lommel, Ulli Lommel",,4.9,338,,,,,9.0,12.0
tt0078876,"Ion: Blestemul pamîntului, blestemul iubirii",1980,1980-09-14,"Drama, History",205,Romania,Romanian,Mircea Muresan,"Titus Popovici, Liviu Rebreanu",,8.0,494,,,,,3.0,
tt0078880,Bloodrage,1980,1981-07-12,"Crime, Horror, Thriller",78,USA,English,Joseph Zito,Robert Jahn,Picture Company of America,4.9,258,,,,,9.0,8.0
tt0078894,Les bons débarras,1980,1980-02-29,Drama,120,Canada,French,Francis Mankiewicz,Réjean Ducharme,Les Productions Prisma,8.1,654,CAD 632000,,,,3.0,4.0
tt0078895,Border Crossing,1980,1981-08-21,"Drama, Thriller",87,"UK, Mexico",English,Christopher Leitch,Michael Allin,Connaught Latham,4.5,285,,,,,11.0,2.0
tt0078918,"Bushido, la spada del sole",1981,1981,"Action, Drama, History",104,"UK, USA","English, Japanese",Tsugunobu Kotani,William Overgard,Rankin/Bass Productions,5.3,327,,,,,12.0,9.0
tt0078923,"It's Not Me, It's Him",1980,1980-01-23,Comedy,105,France,French,Pierre Richard,"Alain Godard, Pierre Richard",Fideline Films,5.5,496,,,,,,
tt0078926,Il ladrone,1980,1980-02-01,Comedy,108,"Italy, France",Italian,Pasquale Festa Campanile,"Pasquale Festa Campanile, Renato Ghiotti",Carthago Films S.a.r.l.,7.0,438,,,,,4.0,
tt0078935,Cannibal Holocaust,1980,1980-02-07,"Adventure, Horror",95,Italy,"Italian, English, Spanish",Ruggero Deodato,"Gianfranco Clerici, Giorgio Stegani",F.D. Cinematografica,5.9,49531,$ 100000,,,22.0,570.0,238.0
tt0078936,La Dea Cannibale,1980,1980-09-15,Horror,90,"Spain, Italy, France",Italian,"Jesús Franco, Francesco Prosperi","Jesús Franco, Jesús Franco",Eurociné,3.3,750,,,,,30.0,31.0
tt0078962,Le cheval d'orgueil,1980,1980-09-24,Drama,120,France,French,Claude Chabrol,"Pierre-Jakez Hélias, Daniel Boulanger",Bela Productions,6.1,184,,,,,4.0,3.0
tt0079007,El crimen de Cuenca,1980,1981-08-17,"Drama, History",88,Spain,Spanish,Pilar Miró,"Pilar Miró, Juan Antonio Porto",In-Cine Compañía Industrial Cinematográfica,7.2,547,,,,,5.0,
tt0079031,Day of the Assassin,1981,1981-12-25,"Action, Drama",94,"Mexico, Spain, USA",English,Brian Trenchard-Smith,"Robert Avard Miller, Robin Estridge",ECM Productions,4.6,104,,,,,5.0,1.0
tt0079090,Dyrygent,1980,1980-03-24,"Drama, Music",101,Poland,"Polish, English",Andrzej Wajda,Andrzej Kijowski,Film Polski,7.0,507,,,,,1.0,5.0
tt0079104,Sexy Moon,1980,1980-03-13,"Crime, Drama",91,"Greece, Cyprus","Greek, Italian",Ilias Mylonakos,Ilias Mylonakos,Andromeda International Films,4.5,563,,,,,13.0,7.0
tt0079115,Femmine infernali,1980,1980-03-27,"Adventure, Crime, Thriller",93,"Spain, Italy",Italian,Edoardo Mulargia,"Gil Carretero, Sergio Chiusi",Arturo González Producciones Cinematográficas,5.0,437,,,,,16.0,20.0
tt0079120,Estigma,1980,1980,"Horror, Mystery",86,"Spain, Italy",Spanish,José Ramón Larraz,"José Ramón Larraz, Sergio Pastore",Producciones Balcázar S.A.,5.2,172,,,,,4.0,7.0
tt0079145,La femme flic,1980,1980-01-08,"Drama, Thriller",103,France,French,Yves Boisset,"Yves Boisset, Claude Veillot",Sara Films,6.5,260,,,,,3.0,1.0
tt0079193,Garazh,1980,1980-03-10,"Comedy, Drama",101,Soviet Union,Russian,Eldar Ryazanov,"Emil Braginskiy, Eldar Ryazanov",Mosfilm,8.1,3246,,,,,8.0,2.0
tt0079197,Folli piaceri delle porno prigioniere,1980,1980-03-28,"Adventure, Action",80,Switzerland,German,Erwin C. Dietrich,"Erwin C. Dietrich, Melvin Quiñones",Elite Film,4.7,354,,,,,14.0,9.0
tt0079198,Das gefrorene Herz,1980,1981-03-24,"Comedy, Drama",108,"Austria, Switzerland, West Germany",German,Xavier Koller,"Meinrad Inglin, Xavier Koller",Cine Groupe,6.8,110,,,,,,
tt0079252,Il piccione di piazza S. Marco,1980,1980-09-19,"Comedy, Action",90,"France, Italy",French,Georges Lautner,"Jean Herman, Michel Audiard",Cerito Films,6.1,1686,,,,,1.0,5.0
tt0079256,HealtH,1980,1980-08-23,Comedy,105,USA,English,Robert Altman,"Frank Barhydt, Robert Altman",Lion's Gate Films,5.8,668,,,,,17.0,10.0
tt0079258,Habfürdö,1980,1980-04-06,"Animation, Comedy, Drama",79,Hungary,Hungarian,György Kovásznai,György Kovásznai,Pannónia Filmstúdió,7.3,149,,,,,,3.0
tt0079260,Haine,1980,1980-01-09,"Drama, Thriller",90,France,French,Dominique Goult,Dominique Goult,Radios-Cinés S.A.,5.7,143,,,,,2.0,5.0
tt0079285,Saturn 3,1980,1980-05-08,"Adventure, Horror, Sci-Fi",96,UK,English,"Stanley Donen, John Barry","Martin Amis, John Barry",ITC Films,5.2,8178,GBP 10000000,$ 9000000,$ 9000000,9.0,117.0,81.0
tt0079293,Hinotori 2772 - L'uccello di fuoco,1980,1980-03-15,"Animation, Adventure, Drama",122,Japan,Japanese,Taku Sugiyama,"Taku Sugiyama, Osamu Tezuka",Tezuka Productions,7.0,449,,,,,8.0,8.0
tt0079309,Hot T-Shirts,1980,1980-03-01,Comedy,86,USA,English,Chuck Vincent,"Chuck Vincent, Bill Slobodian",Cannon Group,3.3,240,,,,,5.0,4.0
tt0079342,L'insegnante al mare con tutta la classe,1980,1980-10-15,Comedy,88,Italy,Italian,Michele Massimo Tarantini,"Michele Massimo Tarantini, Giorgio Mariuzzo",Dania Cinematografica,5.7,182,,,,,2.0,5.0
tt0079492,Lovespell,1981,1981-05-20,"Drama, Fantasy, Romance",91,"USA, Ireland",English,Tom Donovan,Claire Labine,Clar Films,5.4,158,,,,,4.0,
tt0079497,Commando d'assalto,1980,1980-01-09,"Adventure, Drama, War",96,France,French,Raoul Coutard,"André G. Brunelin, Pierre Sergent",Société Nouvelle de Cinématographie (SNC),5.7,205,,,,,1.0,
tt0079509,Mi ni te gong dui,1983,1983-02-13,"Action, Adventure, Comedy",90,"Taiwan, Hong Kong","Mandarin, Cantonese",Yen-Ping Chu,Hsin Wei,Cheung Ming Film,4.7,1551,,,,,61.0,28.0
tt0079573,Monster,1980,1980-07-11,"Horror, Sci-Fi",98,USA,English,"Kenneth Hartford, Herbert L. Strock","Kenneth Hartford, Kenneth Hartford",Academy International,2.7,600,,,,,32.0,25.0
tt0079579,Mosca non crede alle lacrime,1980,1981,"Comedy, Drama, Romance",150,Soviet Union,Russian,Vladimir Menshov,"Valentin Chernykh, Vladimir Menshov",Mosfilm,8.1,11145,$ 900000,,,,42.0,12.0
tt0079586,La muchacha de las bragas de oro,1980,1980-03-28,"Drama, Thriller",105,"Spain, Venezuela","Spanish, Catalan",Vicente Aranda,"Vicente Aranda, Juan Marsé",Films Zodiaco Prozesa,5.3,148,,,,,,
tt0079617,Nell'occhio della volpe,1980,1980-02-04,Drama,120,"France, Spain, Italy","Italian, Spanish",Antonio Drove,"Antonio Drove, Antonio Larreta",Filmalpha,6.4,154,,,,,1.0,
tt0079619,Oblomov,1980,1984-02-15,"Comedy, Drama, History",140,Soviet Union,Russian,Nikita Mikhalkov,"Aleksandr Adabashyan, Ivan Goncharov",Mosfilm,7.7,1989,,,,,13.0,9.0
tt0079624,Die Nichten der Frau Oberst,1980,1980-01-18,Comedy,88,Switzerland,German,Erwin C. Dietrich,"Guy de Maupassant, Erwin C. Dietrich",Elite Film,5.2,199,,,,,5.0,3.0
tt0079625,El nido,1980,1980-09-18,Drama,97,"Spain, Argentina",Spanish,Jaime de Armiñán,Jaime de Armiñán,A-Punto ELSA,7.2,438,,,$ 1477487,,3.0,2.0
tt0079694,Panelstory aneb Jak se rodí sídliste,1980,1981-12-01,Comedy,96,Czechoslovakia,Czech,Vera Chytilová,"Vera Chytilová, Eva Kacírková",Filmové studio Barrandov,6.9,298,,,,,2.0,4.0
tt0079718,Piedone d'Egitto,1980,1980-03-01,"Action, Comedy, Crime",104,Italy,"Italian, German",Steno,"Adriano Bolzoni, Adriano Bolzoni",Merope,6.2,2851,,,,,3.0,5.0
tt0079719,The Pilot,1980,1981-07-01,"Action, Drama",92,USA,English,Cliff Robertson,"Robert P. Davis, Robert P. Davis",Alanda Associates,6.5,195,,,,,14.0,1.0
tt0079744,Alla scoperta della vita,1980,1980-02-01,Drama,75,Soviet Union,Russian,Kira Muratova,"Grigory Baklanov, Kira Muratova",,6.9,209,,,,,,
tt0079749,Alibaba Aur 40 Chor,1980,1980-05-29,"Action, Adventure, Family",138,"Soviet Union, India","Hindi, Russian","Latif Faiziyev, Umesh Mehra","Shanti Prakash Bakshi, Boris Saakov",Eagle Films,6.2,477,,,,,2.0,2.0
tt0079765,Qua la mano,1980,1980-03-28,Comedy,137,Italy,Italian,Pasquale Festa Campanile,"Pasquale Festa Campanile, Ottavio Jemma",Filmauro,6.1,257,,,,,,
tt0079788,Zombi Holocaust,1980,1980-03-28,Horror,84,Italy,"Italian, Vietnamese",Marino Girolami,"Fabrizio De Angelis, Romano Scandariato",Flora Film,5.2,4945,,,,,101.0,123.0
tt0079820,Le roi et l'oiseau,1980,1980-03-19,"Animation, Family, Fantasy",83,France,French,Paul Grimault,"Hans Christian Andersen, Jacques Prévert",Les Films Paul Grimault,7.9,4413,,$ 27513,$ 167451,87.0,27.0,28.0
tt0079835,S lyubimymi ne rasstavaytes,1980,1980-07-07,"Drama, Romance",76,Soviet Union,Russian,Pavel Arsyonov,"Aleksandr Volodin, Aleksandr Volodin",Kinostudiya imeni M. Gorkogo,7.1,172,,,,,,
tt0079839,Un sacco bello,1980,1980-01-19,Comedy,97,Italy,"Italian, Spanish, English",Carlo Verdone,"Leonardo Benvenuti, Piero De Bernardi",Medusa Distribuzione,7.2,2128,,,,,5.0,1.0
tt0079845,Salto nel vuoto,1980,1980-02-14,"Drama, Romance",120,"Italy, France, West Germany",Italian,Marco Bellocchio,"Marco Bellocchio, Marco Bellocchio",Clesi Cinematografica,6.4,221,,,,,,2.0
tt0079854,Si salvi chi può (la vita),1980,1984-05-24,Drama,87,"France, Switzerland, West Germany, Austria",French,Jean-Luc Godard,"Anne-Marie Miéville, Jean-Claude Carrière",Sara Films,6.8,2945,,$ 47262,$ 47262,,14.0,25.0
tt0079889,Sankarabharanam,1980,1980-02-02,"Drama, Musical, Romance",143,India,Telugu,K. Viswanath,"Jandhyala, K. Viswanath",Poornodaya Movie Creations,8.7,1867,,,,,13.0,2.0
tt0079891,Shao Lin si,1982,1982-01-21,"Action, Drama",100,"China, Hong Kong",Mandarin,Hsin-Yen Chang,"Hau Sit, Shau-Chang Lu",Golden Harvest Company,6.9,3885,CNY 1200000,,,,20.0,13.0
tt0079896,She diao ying xiong chuan san ji,1981,1981-11-12,"Action, Drama",92,Hong Kong,Mandarin,Cheh Chang,"Louis Cha, Cheh Chang",Shaw Brothers,6.3,150,,,,,3.0,1.0
tt0079899,Shen diao xia lü,1982,1982-02-25,"Action, Romance",100,Hong Kong,Mandarin,Cheh Chang,"Louis Cha, Cheh Chang",Shaw Brothers,5.4,143,,,,,4.0,1.0
tt0079915,Skullduggery,1983,1983,"Comedy, Horror",95,Canada,English,Ota Richter,"Ota Richter, Peter Wittman",Wittman/Richter Films Inc.,2.4,304,,,,,22.0,10.0
tt0079924,Solo Sunny,1980,1980-01-18,"Drama, Music",104,East Germany,German,"Konrad Wolf, Wolfgang Kohlhaase","Wolfgang Kohlhaase, Dieter Wolf",VEB DEFA-Studio für Spielfilme,7.0,545,,,,,7.0,6.0
tt0079938,Sparsh,1980,1980-01-30,"Drama, Romance",145,India,Hindi,Sai Paranjape,Sai Paranjape,,8.2,668,,,,,8.0,2.0
tt0079985,Il segreto di Nikola Tesla,1980,1980-02-19,"Biography, Drama",115,Yugoslavia,"English, Serbo-Croatian",Krsto Papic,"Ivo Bresan, Ivan Kusan",Zagreb Film,7.4,1235,,,,,16.0,2.0
tt0080001,Temporale Rosy,1980,1980-08-20,"Action, Comedy, Romance",118,"Italy, France, West Germany","Italian, French, Spanish, German",Mario Monicelli,"Carlo Brizzolara, Agenore Incrocci",Produzioni Europee Associate (PEA),5.7,152,,,,,1.0,
tt0080002,Guangdong shi hu xing yi wu xi,1980,1980,"Action, Drama",91,Hong Kong,"Mandarin, Cantonese",Cheh Chang,"Cheh Chang, Kuang Ni",Shaw Brothers,6.7,373,,,,,14.0,7.0
tt0080014,There Goes the Bride,1980,1980-07-01,Comedy,88,UK,English,Terry Marcel,"John T. Chapman, Ray Cooney",Cooney/Schute Productions,3.7,117,,,,,6.0,1.0
tt0080031,Tom Horn,1980,1980-03-28,"Biography, Crime, Drama",98,USA,English,William Wiard,"Thomas McGuane, Bud Shrake",First Artists,6.9,4663,$ 3000000,,,,50.0,16.0
tt0080073,V moey smerti proshu vinit Klavu K.,1980,1980-05-01,"Drama, Romance",76,Soviet Union,Russian,"Nikolay Lebedev, Ernest Yasan",Mikhail Lvovskiy,Lenfilm Studio,7.1,301,,,,,,
tt0080075,Vacanze per un massacro,1980,1980-03-20,"Action, Crime, Drama",85,Italy,Italian,Fernando Di Leo,"Mario Gariazzo, Fernando Di Leo",Midia Cinematografica,5.6,399,,,,,10.0,20.0
tt0080083,Vavilon XX,1980,1980-04-01,Drama,100,Soviet Union,"Ukrainian, Russian",Ivan Mikolaychuk,"Ivan Mikolaychuk, Vasil Zemlyak",Dovzhenko Film Studios,7.1,164,,,,,,
tt0080187,Élve vagy halva,1980,1980-02-21,"Drama, History, Western",80,Hungary,Hungarian,Tamás Rényi,"Béla Móricz, Tamás Rényi",Budapest Filmstúdió,2.9,172,,,,,,
tt0080310,Esecuzione di un eroe,1980,1981-05-22,"Drama, History, War",107,Australia,"English, Afrikaans",Bruce Beresford,"Jonathan Hardy, David Stevens",The South Australian Film Corporation,7.8,11877,AUD 650000,,,72.0,99.0,56.0
tt0080316,203 kochi,1980,1980-08-02,"Drama, History, War",185,Japan,"Japanese, Russian",Toshio Masuda,Kazuo Kasahara,Toei Tokyo,6.6,188,,,,,4.0,
tt0080319,Dalle 9 alle 5... orario continuato,1980,1981-03-26,Comedy,109,USA,"English, French",Colin Higgins,"Patricia Resnick, Colin Higgins",IPC Films,6.8,26790,$ 10000000,$ 103290500,$ 103300143,58.0,102.0,46.0
tt0080322,Aakrosh,1980,1980,"Crime, Drama, Music",144,India,Hindi,Govind Nihalani,"Satyadev Dubey, Vijay Tendulkar",Krsna Movies Enterprises,7.9,778,,,,,13.0,2.0
tt0080328,Ach du lieber Harry,1981,1981-02-26,Comedy,85,West Germany,German,Jean Girault,"Jean Girault, Ralf Gregan",Bavaria Atelier,5.7,293,,,,,2.0,4.0
tt0080339,L'aereo più pazzo del mondo,1980,1980-10-30,Comedy,88,USA,English,"Jim Abrahams, David Zucker","Jim Abrahams, David Zucker",Paramount Pictures,7.7,208636,$ 3500000,$ 83453539,$ 83453539,78.0,508.0,134.0
tt0080341,Akaler Sandhane,1981,1981-01-07,Drama,115,India,Bengali,Mrinal Sen,"Amalendu Chakraborty, Mrinal Sen",D.K. Films,7.4,207,,,,,6.0,3.0
tt0080343,Albert Pinto Ko Gussa Kyon Ata Hai,1980,1980,"Comedy, Drama, Romance",110,India,Hindi,Saeed Akhtar Mirza,"Hriday Lani, Saeed Akhtar Mirza",Saeed Mirza Productions,7.6,403,,,,,6.0,
tt0080346,The Alien Dead,1980,1980-06-01,"Comedy, Horror, Sci-Fi",74,USA,English,Fred Olen Ray,"Fred Olen Ray, Martin Nicholas",Firdbird International Pictures,2.9,892,$ 12000,,,,36.0,18.0
tt0080354,Alligator,1980,1981-05-01,"Horror, Sci-Fi, Thriller",91,USA,English,Lewis Teague,"John Sayles, John Sayles",Alligator,6.0,10427,$ 1500000,,,62.0,124.0,96.0
tt0080355,Allons z'enfants,1981,1981-03-04,"War, Drama",118,France,French,Yves Boisset,"Yves Boisset, Yves Gibeau",,7.0,128,,,,,2.0,2.0
tt0080360,Stati di allucinazione,1980,1981-11-20,"Horror, Sci-Fi, Thriller",102,USA,"English, Spanish",Ken Russell,"Paddy Chayefsky, Paddy Chayefsky",Warner Bros.,6.9,31344,,$ 19853892,$ 19853892,58.0,146.0,101.0
tt0080362,L'altro inferno,1981,1981-01-22,"Horror, Thriller",88,Italy,Italian,Bruno Mattei,"Bruno Mattei, Claudio Fragasso",Cinemec Produzione,4.7,780,,,,,27.0,43.0
tt0080365,American Gigolo,1980,1980-08-30,"Crime, Drama, Mystery",117,USA,"English, Swedish, French, German",Paul Schrader,Paul Schrader,Paramount Pictures,6.3,21067,$ 4800000,$ 22743674,$ 22743674,57.0,77.0,54.0
tt0080373,Gli anni luce,1981,1981-05-20,Drama,107,"Switzerland, France",English,Alain Tanner,"Daniel Odier, Alain Tanner",Gaumont,7.3,441,,,,,7.0,5.0
tt0080376,Barsaat Ki Ek Raat,1981,1981-02-20,"Romance, Thriller",142,India,"Hindi, Bengali",Shakti Samanta,"Kamleshwar, Shaktipada Rajguru",Shakti Films,6.4,291,,,,,1.0,
tt0080377,Fai come ti pare,1980,1980-12-17,"Action, Comedy",116,USA,English,Buddy Van Horn,"Stanford Sherman, Jeremy Joe Kronsberg",The Malpaso Company,6.2,17116,$ 15000000,$ 70687344,$ 70687344,51.0,60.0,33.0
tt0080379,Apocalypse domani,1980,1980-08-04,"Horror, Thriller",96,"Italy, Spain","Italian, Spanish",Antonio Margheriti,"Antonio Margheriti, Dardano Sacchetti",Edmondo Amati presents,5.7,2880,,,,,71.0,80.0
tt0080380,The Apple,1980,1980-11-21,"Music, Musical, Sci-Fi",90,"USA, West Germany","English, French, German, Italian",Menahem Golan,"Menahem Golan, Kobi Recht",NF Geria II Filmgesellschaft m.b.H.,4.3,1924,$ 5000000,,,39.0,89.0,59.0
tt0080388,Atlantic City,1980,1980-12-19,"Crime, Drama, Romance",104,"France, Canada","English, French",Louis Malle,John Guare,International Cinema Corporation (ICC),7.3,14719,$ 7200000,$ 12729675,$ 12729675,85.0,72.0,54.0
tt0080393,Attila flagello di Dio,1982,1982-12-22,"Comedy, History",91,Italy,Italian,"Franco Castellano, Giuseppe Moccia","Mario Cecchi Gori, Franco Castellano",Intercapital,6.5,1472,,,,,6.0,6.0
tt0080399,Las aventuras de Enrique y Ana,1981,1981-12-18,"Adventure, Family, Musical",91,Spain,Spanish,Ramón Fernández,"Luis Gómez Escolar, Honorio Herrero",Jet Films,4.7,122,,,,,2.0,
